,expt,date,genotype,percentDEET,stimulus,sum,CI,
4704,rescue2,2014,ed03-r,0.15,IAA,50,0.135799102,"collected earlier, did not keep track of exact number of worms, number added just to pass filter in analysis"
4710,rescue2,2014,ed03-r,0.15,IAA,50,0.136365544,"collected earlier, did not keep track of exact number of worms, number added just to pass filter in analysis"
4716,rescue2,2014,ed03-r,0.15,IAA,50,-0.009000126,"collected earlier, did not keep track of exact number of worms, number added just to pass filter in analysis"
4722,rescue2,2014,ed03-r,0.15,IAA,50,-0.147988084,"collected earlier, did not keep track of exact number of worms, number added just to pass filter in analysis"
4728,screen2,2014,ed03,0.15,IAA,50,0.511383627,"collected earlier, did not keep track of exact number of worms, number added just to pass filter in analysis"
4734,screen2,2014,ed03,0.15,IAA,50,0.494939194,"collected earlier, did not keep track of exact number of worms, number added just to pass filter in analysis"
4740,screen2,2014,ed03,0.15,IAA,50,0.434336996,"collected earlier, did not keep track of exact number of worms, number added just to pass filter in analysis"
4746,screen2,2014,ed03,0.15,IAA,50,0.430155776,"collected earlier, did not keep track of exact number of worms, number added just to pass filter in analysis"
4752,screen2,2014,ed03,0.15,IAA,50,0.383040563,"collected earlier, did not keep track of exact number of worms, number added just to pass filter in analysis"
4758,screen2,2014,ed03,0.15,IAA,50,0.254417051,"collected earlier, did not keep track of exact number of worms, number added just to pass filter in analysis"
4764,screen2,2014,N2,0.15,IAA,50,0.277056829,"collected earlier, did not keep track of exact number of worms, number added just to pass filter in analysis"
4770,screen2,2014,N2,0.15,IAA,50,0.26573694,"collected earlier, did not keep track of exact number of worms, number added just to pass filter in analysis"
4776,screen2,2014,N2,0.15,IAA,50,0.14139663,"collected earlier, did not keep track of exact number of worms, number added just to pass filter in analysis"
4782,screen2,2014,N2,0.15,IAA,50,0.032327971,"collected earlier, did not keep track of exact number of worms, number added just to pass filter in analysis"
4788,screen2,2014,N2,0.15,IAA,50,-0.018611529,"collected earlier, did not keep track of exact number of worms, number added just to pass filter in analysis"
4794,screen2,2014,N2,0.15,IAA,50,-0.055554139,"collected earlier, did not keep track of exact number of worms, number added just to pass filter in analysis"
4800,screen2,2014,N2,0.15,IAA,50,-0.365270377,"collected earlier, did not keep track of exact number of worms, number added just to pass filter in analysis"
2196,spots,20161006,N2,0,EE,128,-0.0390625,
2202,spots,20161006,N2,0,EE,119,-0.579831933,
2208,spots,20161006,N2,0,EE,94,0.404255319,
2214,spots,20161006,N2,0,EE,77,0.480519481,
2220,spots,20161006,N2,0,EE,156,-0.08974359,
2226,spots,20161006,N2,0,EE,139,-0.474820144,
2232,spots,20161006,N2,0,DD,71,-0.084507042,
2238,spots,20161006,N2,0,DD,50,-0.48,
2244,spots,20161006,N2,0,DD,68,-0.338235294,
2250,spots,20161006,N2,0,IDI,150,0.8,
2256,spots,20161006,N2,0,IDI,180,0.833333333,
2262,spots,20161006,N2,0,IDI,143,0.797202797,
2268,spots,20161006,N2,0,ISI,185,0.87027027,
2274,spots,20161006,N2,0,ISI,170,0.664705882,
2280,spots,20161006,N2,0,ISI,188,0.611702128,
2286,spots,20161006,N2,0,ISI,122,0.745901639,
2658,spots,20161024,N2,0.15,IDI,182,0.593406593,
2670,spots,20161024,N2,0.15,ISI,180,0.805555556,
2676,spots,20161024,N2,0.15,ISI,120,0.483333333,
2682,spots,20161024,N2,0.15,ISI,115,0.634782609,
2688,spots,20161024,N2,0.15,IDI,128,0.828125,
2694,spots,20161024,N2,0.15,IDI,93,0.924731183,
2700,spots,20161024,N2,0.15,IDI,158,0.873417722,
2994,spots,20161101,N2,0,ISI,143,0.846153846,
3000,spots,20161101,N2,0,ISI,170,0.729411765,
3006,spots,20161101,N2,0,ISI,151,0.774834437,
3012,spots,20161101,N2,0,IDI,83,0.626506024,
3018,spots,20161101,N2,0,IDI,74,0.648648649,
3024,spots,20161101,N2,0,IDI,88,0.590909091,
3030,spots,20161101,N2,0,DD,147,0.353741497,
3036,spots,20161101,N2,0,DD,142,-0.190140845,
3042,spots,20161101,N2,0,DD,127,0.559055118,
3048,spots,20161101,N2,0,DD,131,0.083969466,
3054,spots,20161101,N2,0,DD,67,0.611940299,
3060,spots,20161101,N2,0,DD,136,0.463235294,
3066,spots,20161101,N2,0,DD,81,0.407407407,
3072,spots,20161101,N2,0,DD,165,0.16969697,
3078,spots,20161101,N2,0,EE,146,-0.212328767,
3084,spots,20161101,N2,0,EE,78,0.307692308,
3090,spots,20161101,N2,0,EE,107,0.448598131,
3096,spots,20161101,N2,0,EE,119,0.386554622,
4350,tetx,20170504,N2,0,IAA,126,0.642857143,
4356,tetx,20170504,tetx,0,IAA,159,0.635220126,
4362,tetx,20170504,N2,0.15,IAA,68,0.161764706,
4368,tetx,20170504,tetx,0.15,IAA,78,0.628205128,
4374,tetx,20170504,tetx,0.15,IAA,60,0.533333333,
4380,tetx,20170504,N2,0.15,IAA,80,0.0125,
4975,tetx,20170504,crispr,0.15,IAA,50,0.28,
4416,tetx,20160315,N2,0.15,IAA,65,0.138461538,
4422,tetx,20160315,N2,0.15,IAA,150,0.282894737,
4428,tetx,20160315,crispr,0.15,IAA,101,0.388349515,
4434,tetx,20160315,crispr,0.15,IAA,131,0.437037037,
4458,tetx,20160315,tetx,0,IAA,66,0.833333333,
4476,tetx,20160315,tetx,0,IAA,114,0.824561404,
4482,tetx,20160315,tetx,0,IAA,148,0.834437086,
4494,tetx,20160315,N2,0,IAA,163,0.790419162,
4518,tetx,20160315,crispr,0,IAA,236,0.957805907,
4524,tetx,20160316,crispr,0,IAA,96,0.84375,
4530,tetx,20160316,N2,0,IAA,67,0.794117647,
4536,tetx,20160316,N2,0.15,IAA,63,0.272727273,
4542,tetx,20160316,N2,0.15,IAA,81,-0.011235955,
4548,tetx,20160316,N2,0,IAA,53,0.773584906,
4584,tetx,20160316,crispr,0.15,IAA,53,0.423728814,
4854,tetx,20170515,crispr,0.15,IAA,196,0.795918367,
4860,tetx,20170515,crispr,0.15,IAA,97,0.845360825,
4866,tetx,20170515,crispr,0.15,IAA,149,0.771812081,
4872,tetx,20170515,crispr,0.15,IAA,187,0.631016043,
4878,tetx,20170515,N2,0.15,IAA,75,0.146666667,
4902,tetx,20170516,crispr,0.15,IAA,72,0.055555556,
4908,tetx,20170516,crispr,0.15,IAA,147,0.299319728,
4914,tetx,20170516,tetx,0.15,IAA,76,0.394736842,
4920,tetx,20170516,N2,0.15,IAA,65,0.276923077,
4926,tetx,20170516,N2,0,IAA,82,0.487804878,
4932,tetx,20170516,N2,0,IAA,72,0.444444444,
4938,tetx,20170516,N2,0.15,IAA,75,0.413333333,
4944,tetx,20170516,N2,0.15,IAA,66,0.378787879,
4950,tetx,20170516,crispr,0.15,IAA,115,0.495652174,
4956,tetx,20170516,crispr,0.15,IAA,150,0.78,
5089,tetx,2015,N2,0.15,IAA,50,-0.038975129,"collected earlier, did not keep track of exact number of worms, number added just to pass filter in analysis"
5100,tetx,2015,N2,0.15,IAA,51,0.159864797,"collected earlier, did not keep track of exact number of worms, number added just to pass filter in analysis"
5101,tetx,2015,N2,0.15,IAA,52,0.190869638,"collected earlier, did not keep track of exact number of worms, number added just to pass filter in analysis"
5112,tetx,2015,N2,0.15,IAA,53,0.208854949,"collected earlier, did not keep track of exact number of worms, number added just to pass filter in analysis"
5113,tetx,2015,N2,0.15,IAA,54,0.25166917,"collected earlier, did not keep track of exact number of worms, number added just to pass filter in analysis"
5124,tetx,2015,N2,0.15,IAA,55,0.263687197,"collected earlier, did not keep track of exact number of worms, number added just to pass filter in analysis"
5125,tetx,2015,N2,0.15,IAA,56,0.355616758,"collected earlier, did not keep track of exact number of worms, number added just to pass filter in analysis"
5136,tetx,2015,N2,0.15,IAA,57,0.346728426,"collected earlier, did not keep track of exact number of worms, number added just to pass filter in analysis"
5137,tetx,2015,N2,0.15,IAA,58,0.39672008,"collected earlier, did not keep track of exact number of worms, number added just to pass filter in analysis"
5148,tetx,2015,tetx,0.15,IAA,59,0.7612669,"collected earlier, did not keep track of exact number of worms, number added just to pass filter in analysis"
5149,tetx,2015,tetx,0.15,IAA,60,0.688574528,"collected earlier, did not keep track of exact number of worms, number added just to pass filter in analysis"
5160,tetx,2015,tetx,0.15,IAA,61,0.569646136,"collected earlier, did not keep track of exact number of worms, number added just to pass filter in analysis"
5161,tetx,2015,tetx,0.15,IAA,62,0.430854615,"collected earlier, did not keep track of exact number of worms, number added just to pass filter in analysis"
5172,tetx,2015,tetx,0.15,IAA,63,0.404439993,"collected earlier, did not keep track of exact number of worms, number added just to pass filter in analysis"
5173,tetx,2015,tetx,0.15,IAA,64,0.377983642,"collected earlier, did not keep track of exact number of worms, number added just to pass filter in analysis"
5184,tetx,2015,tetx,0.15,IAA,65,0.338340845,"collected earlier, did not keep track of exact number of worms, number added just to pass filter in analysis"
4894,ASH,20171215,ASHcaspase,0,iaa,53,0.830188679,
4906,ASH,20171215,ASHcaspase,0,iaa,94,0.968085106,
4846,ASH,20171215,ASHcaspase,0,iaa,119,0.823529412,
5165,ASH,20171217,ASHcaspase,0,iaa,143,0.79020979,
4918,ASH,20171215,ASHcaspase,0,iaa,149,0.590604027,
4907,ASH,20171215,ASHcaspase,0.15,iaa,51,-0.37254902,
5128,ASH,20171217,ASHcaspase,0.15,iaa,75,0.093333333,
5129,ASH,20171217,ASHcaspase,0.15,iaa,103,0.097087379,
5182,ASH,20171217,ASHcaspase,0.15,iaa,111,-0.162162162,
5117,ASH,20171217,ASHcaspase,0.15,iaa,120,-0.225,
5172,ASH,20171217,ASHcaspase,0.15,iaa,124,-0.008064516,
4823,ASH,20171215,N2,0,iaa,87,0.735632184,
4834,ASH,20171215,N2,0,iaa,137,0.649635036,
5194,ASH,20171217,N2,0,iaa,153,0.562091503,
4847,ASH,20171215,N2,0,iaa,166,0.487951807,
4859,ASH,20171215,N2,0,iaa,215,0.581395349,
5164,ASH,20171217,N2,0.15,iaa,58,0.155172414,
5140,ASH,20171217,N2,0.15,iaa,61,-0.147540984,
5153,ASH,20171217,N2,0.15,iaa,66,-0.287878788,
5152,ASH,20171217,N2,0.15,iaa,80,0.025,
5141,ASH,20171217,N2,0.15,iaa,81,0,
5183,ASH,20171217,N2,0.15,iaa,103,-0.203883495,
4529,bacterial,20171212,N2,0,OP50,69,0.68115942,
4528,bacterial,20171212,N2,0,OP50,105,0.666666667,
4553,bacterial,20171212,N2,0,OP50,107,0.504672897,
4540,bacterial,20171212,N2,0,OP50,133,0.330827068,
4600,bacterial,20171213,N2,0,OP50,135,0.488888889,
4576,bacterial,20171212,N2,0,OP50,152,0.328947368,
4577,bacterial,20171212,N2,0,OP50,159,0.295597484,
4630,bacterial,20171213,N2,0,OP50,159,0.333333333,
4883,bacterial,20171215,N2,0.15,OP50,53,0.037735849,
4564,bacterial,20171212,N2,0.15,OP50,65,0,
4541,bacterial,20171212,N2,0.15,OP50,83,-0.036144578,
4612,bacterial,20171213,N2,0.15,OP50,85,-0.376470588,
4588,bacterial,20171212,N2,0.15,OP50,86,0.023255814,
4565,bacterial,20171212,N2,0.15,OP50,89,0.382022472,
4631,bacterial,20171213,N2,0.15,OP50,93,-0.35483871,
4613,bacterial,20171213,N2,0.15,OP50,102,-0.303921569,
4552,bacterial,20171212,N2,0.15,OP50,104,0.192307692,
4589,bacterial,20171212,N2,0.15,OP50,117,-0.128205128,
4768,bacterial,20171213,N2,0,OP50+iaa,104,1,
4793,bacterial,20171213,N2,0,OP50+iaa,113,0.619469027,
4756,bacterial,20171213,N2,0,OP50+iaa,132,0.931818182,
4769,bacterial,20171213,N2,0,OP50+iaa,140,0.892857143,
4744,bacterial,20171213,N2,0,OP50+iaa,143,0.755244755,
4688,bacterial,20171213,N2,0,OP50+iaa,148,0.912162162,
4732,bacterial,20171213,N2,0,OP50+iaa,161,0.751552795,
4804,bacterial,20171213,N2,0,OP50+iaa,169,0.928994083,
4816,bacterial,20171213,N2,0,OP50+iaa,170,0.929411765,
4805,bacterial,20171213,N2,0,OP50+iaa,188,0.79787234,
4721,bacterial,20171213,N2,0,OP50+iaa,229,0.982532751,
4697,bacterial,20171213,N2,0.15,OP50+iaa,89,-0.101123596,
4709,bacterial,20171213,N2,0.15,OP50+iaa,54,0.185185185,
4781,bacterial,20171213,N2,0.15,OP50+iaa,55,-0.145454545,
4745,bacterial,20171213,N2,0.15,OP50+iaa,67,0.373134328,
4720,bacterial,20171213,N2,0.15,OP50+iaa,78,0.153846154,
4708,bacterial,20171213,N2,0.15,OP50+iaa,85,-0.376470588,
4696,bacterial,20171213,N2,0.15,OP50+iaa,89,0.449438202,
4792,bacterial,20171213,N2,0.15,OP50+iaa,89,0.314606742,
4780,bacterial,20171213,N2,0.15,OP50+iaa,94,-0.255319149,
4757,bacterial,20171213,N2,0.15,OP50+iaa,107,0.495327103,
4733,bacterial,20171213,N2,0.15,OP50+iaa,112,0.357142857,
4858,bacterial,20171215,N2,0,OP50+pyr,60,0.833333333,
4930,bacterial,20171215,N2,0,OP50+pyr,78,0.833333333,
4942,bacterial,20171215,N2,0,OP50+pyr,88,0.727272727,
4870,bacterial,20171215,N2,0,OP50+pyr,114,0.526315789,
4667,bacterial,20171213,N2,0,OP50+pyr,125,0.992,
4654,bacterial,20171213,N2,0,OP50+pyr,129,0.984496124,
4919,bacterial,20171215,N2,0,OP50+pyr,133,0.541353383,
4504,bacterial,20171212,N2,0,OP50+pyr,134,0.932835821,
4678,bacterial,20171213,N2,0,OP50+pyr,143,0.972027972,
4679,bacterial,20171213,N2,0,OP50+pyr,149,0.966442953,
4505,bacterial,20171212,N2,0,OP50+pyr,171,0.953216374,
4882,bacterial,20171215,N2,0.15,OP50+pyr,50,0.32,
4642,bacterial,20171213,N2,0.15,OP50+pyr,56,0.642857143,
4931,bacterial,20171215,N2,0.15,OP50+pyr,60,0.516666667,
4655,bacterial,20171213,N2,0.15,OP50+pyr,61,0.737704918,
4517,bacterial,20171212,N2,0.15,OP50+pyr,124,0.846774194,
4643,bacterial,20171213,N2,0.15,OP50+pyr,130,0.615384615,
4516,bacterial,20171212,N2,0.15,OP50+pyr,133,0.894736842,
4666,bacterial,20171213,N2,0.15,OP50+pyr,135,0.688888889,
5554,odordrc,20180105,N2,0,i1,62,0.967741935,
5104,odordrc,20171216,N2,0,i1,73,0.753424658,
5459,odordrc,20171220,N2,0,i1,101,0.940594059,
5231,odordrc,20171218,N2,0,i1,112,0.723214286,
5093,odordrc,20171216,N2,0,i1,124,0.741935484,
5242,odordrc,20171218,N2,0,i1,156,0.467948718,
5543,odordrc,20180105,N2,0,i1,170,0.905882353,
5243,odordrc,20171218,N2,0,i1,172,0.709302326,
5044,odordrc,20171216,N2,0.15,i1,53,0.056603774,
4991,odordrc,20171216,N2,0.15,i1,66,0.227272727,
5579,odordrc,20180105,N2,0.15,i1,77,0.532467532,
5458,odordrc,20171220,N2,0.15,i1,92,0.402173913,
5339,odordrc,20171218,N2,0.15,i1,106,0.122641509,
5350,odordrc,20171218,N2,0.15,i1,106,0.009433962,
5351,odordrc,20171218,N2,0.15,i1,106,0.188679245,
5033,odordrc,20171216,N2,0.15,i1,107,0.205607477,
5435,odordrc,20171220,N2,0.15,i1,117,0.52991453,
5518,odordrc,20180105,N2,0,i2,75,0.706666667,
5057,odordrc,20171216,N2,0,i2,100,0.3,
5254,odordrc,20171218,N2,0,i2,131,0.709923664,
5056,odordrc,20171216,N2,0,i2,142,0.443661972,
5519,odordrc,20180105,N2,0,i2,147,1,
5266,odordrc,20171218,N2,0,i2,157,0.738853503,
5542,odordrc,20180105,N2,0,i2,176,0.960227273,
5255,odordrc,20171218,N2,0,i2,188,0.606382979,
5002,odordrc,20171216,N2,0.15,i2,61,-0.245901639,
5032,odordrc,20171216,N2,0.15,i2,62,-0.080645161,
5434,odordrc,20171220,N2,0.15,i2,68,-0.088235294,
5003,odordrc,20171216,N2,0.15,i2,69,0.028985507,
5410,odordrc,20171218,N2,0.15,i2,80,0.1375,
5626,odordrc,20180105,N2,0.15,i2,92,0.315217391,
5398,odordrc,20171218,N2,0.15,i2,115,0.243478261,
5399,odordrc,20171218,N2,0.15,i2,116,0.112068966,
5615,odordrc,20180105,N2,0.15,i2,165,0.242424242,
5507,odordrc,20180105,N2,0,i3,108,0.953703704,
5081,odordrc,20171216,N2,0,i3,124,0.60483871,
5230,odordrc,20171218,N2,0,i3,160,0.6625,
5506,odordrc,20180105,N2,0,i3,160,0.89375,
5218,odordrc,20171218,N2,0,i3,214,0.546728972,
5219,odordrc,20171218,N2,0,i3,222,0.387387387,
5638,odordrc,20180105,N2,0.15,i3,57,0.105263158,
5447,odordrc,20171220,N2,0.15,i3,68,0.264705882,
5639,odordrc,20180105,N2,0.15,i3,70,0.157142857,
5446,odordrc,20171220,N2,0.15,i3,71,-0.042253521,
5627,odordrc,20180105,N2,0.15,i3,92,0.510869565,
5375,odordrc,20171218,N2,0.15,i3,102,0.009803922,
5386,odordrc,20171218,N2,0.15,i3,111,0.126126126,
5578,odordrc,20180105,N2,0.15,i3,115,0.304347826,
5387,odordrc,20171218,N2,0.15,i3,125,0.232,
5530,odordrc,20180105,N2,0,p01,87,0.08045977,
5555,odordrc,20180105,N2,0,p01,90,0.377777778,
5603,odordrc,20180105,N2,0,p01,108,0.5,
5195,odordrc,20171218,N2,0,p01,124,0.483870968,
5068,odordrc,20171216,N2,0,p01,141,0.382978723,
5045,odordrc,20171216,N2,0,p01,146,0.561643836,
5206,odordrc,20171218,N2,0,p01,160,0.1625,
5207,odordrc,20171218,N2,0,p01,192,0.630208333,
5080,odordrc,20171216,N2,0.15,p01,66,-0.015151515,
5423,odordrc,20171220,N2,0.15,p01,67,0.059701493,
5326,odordrc,20171218,N2,0.15,p01,80,0.075,
5327,odordrc,20171218,N2,0.15,p01,80,0.1625,
5650,odordrc,20180105,N2,0.15,p01,81,0.518518519,
5338,odordrc,20171218,N2,0.15,p01,86,0.139534884,
5470,odordrc,20180105,N2,0.15,p01,107,0.738317757,
4978,odordrc,20171216,N2,0.15,p01,117,0.256410256,
4990,odordrc,20171216,N2,0.15,p01,119,0.428571429,
5471,odordrc,20180105,N2,0.15,p01,152,0.421052632,
5567,odordrc,20180105,N2,0,p1,72,0.569444444,
5531,odordrc,20180105,N2,0,p1,86,0.395348837,
5566,odordrc,20180105,N2,0,p1,87,0.724137931,
5302,odordrc,20171218,N2,0,p1,115,0.8,
5602,odordrc,20180105,N2,0,p1,132,0.893939394,
5105,odordrc,20171216,N2,0,p1,139,0.762589928,
5291,odordrc,20171218,N2,0,p1,152,0.651315789,
5290,odordrc,20171218,N2,0,p1,159,0.452830189,
5482,odordrc,20180105,N2,0.15,p1,93,0.634408602,
4943,odordrc,20171216,N2,0.15,p1,94,0.329787234,
5483,odordrc,20180105,N2,0.15,p1,107,0.53271028,
5422,odordrc,20171220,N2,0.15,p1,115,0.356521739,
5303,odordrc,20171218,N2,0.15,p1,116,0.543103448,
5494,odordrc,20180105,N2,0.15,p1,125,0.592,
4954,odordrc,20171216,N2,0.15,p1,131,0.572519084,
4955,odordrc,20171216,N2,0.15,p1,143,0.524475524,
4956,odordrc,20171216,N2,0.15,p1,143,0.524475524,
5315,odordrc,20171218,N2,0.15,p1,152,0.546052632,
5614,odordrc,20180105,N2,0.15,p1,170,0.905882353,
5314,odordrc,20171218,N2,0.15,p1,200,0.47,
5116,odordrc,20171216,N2,0,p10,97,0.989690722,
5069,odordrc,20171216,N2,0,p10,134,0.78358209,
5092,odordrc,20171216,N2,0,p10,153,0.882352941,
5591,odordrc,20180105,N2,0,p10,153,0.699346405,
5590,odordrc,20180105,N2,0,p10,155,0.780645161,
5279,odordrc,20171218,N2,0,p10,171,0.590643275,
5278,odordrc,20171218,N2,0,p10,204,0.666666667,
5267,odordrc,20171218,N2,0,p10,218,0.610091743,
5662,odordrc,20180105,N2,0.15,p10,76,0.697368421,
5663,odordrc,20180105,N2,0.15,p10,76,0.855263158,
4979,odordrc,20171216,N2,0.15,p10,78,0.641025641,
5363,odordrc,20171218,N2,0.15,p10,85,0.470588235,
4966,odordrc,20171216,N2,0.15,p10,101,0.732673267,
4967,odordrc,20171216,N2,0.15,p10,107,0.757009346,
5651,odordrc,20180105,N2,0.15,p10,122,0.672131148,
5362,odordrc,20171218,N2,0.15,p10,130,0.669230769,
5374,odordrc,20171218,N2,0.15,p10,145,0.606896552,
5411,odordrc,20171220,N2,0.15,p10,163,0.668711656,
5495,odordrc,20180105,N2,0.15,p10,166,0.927710843,
1080,odor,20160818,N2,0,diacetyl,56,0.982142857,
1278,odor,20160826,N2,0,diacetyl,72,0.875,
3756,odor,20161107,N2,0,diacetyl,104,0.884615385,
1944,odor,20160901,N2,0,diacetyl,123,0.861788618,
3793,odor,20161107,N2,0,diacetyl,142,0.556338028,
1909,odor,20160901,N2,0,diacetyl,164,0.457317073,
3804,odor,20161107,N2,0,diacetyl,167,0.928143713,
3817,odor,20161107,N2,0,diacetyl,170,0.858823529,
1932,odor,20160901,N2,0,diacetyl,172,0.98255814,
1261,odor,20160826,N2,0,diacetyl,173,0.849710983,
2160,odor,20161005,N2,0,diacetyl,176,0.982954545,
2149,odor,20161005,N2,0,diacetyl,179,0.960893855,
3805,odor,20161107,N2,0,diacetyl,180,0.383333333,
1921,odor,20160901,N2,0,diacetyl,196,0.857142857,
1920,odor,20160901,N2,0,diacetyl,199,0.668341709,
3816,odor,20161107,N2,0,diacetyl,200,0.885,
2161,odor,20161005,N2,0,diacetyl,205,0.902439024,
1933,odor,20160901,N2,0,diacetyl,242,0.975206612,
1788,odor,20160901,N2,0.15,diacetyl,50,0.6,
3767,odor,20161107,N2,0.15,diacetyl,52,0.384615385,
3720,odor,20161107,N2,0.15,diacetyl,62,0.64516129,
2263,odor,20161005,N2,0.15,diacetyl,63,0.349206349,
3774,odor,20161107,N2,0.15,diacetyl,68,0.544117647,
2233,odor,20161005,N2,0.15,diacetyl,69,0.449275362,
2209,odor,20161005,N2,0.15,diacetyl,73,0.191780822,
1789,odor,20160901,N2,0.15,diacetyl,74,0.378378378,
2124,odor,20161005,N2,0.15,diacetyl,75,0.32,
2221,odor,20161005,N2,0.15,diacetyl,83,0.253012048,
2244,odor,20161005,N2,0.15,diacetyl,86,0.61627907,
2220,odor,20161005,N2,0.15,diacetyl,95,0.442105263,
2232,odor,20161005,N2,0.15,diacetyl,100,0.68,
2262,odor,20161005,N2,0.15,diacetyl,108,0.25,
2245,odor,20161005,N2,0.15,diacetyl,109,0.577981651,
