treatment,datelist,lightlist,animal,fra,len
xx,0402_c1v3,im,3,4110,6
xx,0402_c1v3,im,3,4148,24
xx,0402_c1v3,im,3,4189,6
xx,0402_c1v3,im,3,4214,6
xx,0402_c1v3,im,3,4258,15
xx,0402_c1v3,im,3,4278,11
xx,0402_c1v3,im,3,4302,5
xx,0402_c1v3,im,3,4336,24
xx,0402_c1v3,im,5,1244,5
xx,0402_c1v3,im,5,1808,5
xx,0402_c1v3,im,5,1833,6
xx,0402_c1v3,im,5,1880,6
xx,0402_c1v3,im,5,2584,6
xx,0402_c1v3,im,5,2616,5
xx,0402_c1v3,im,5,2659,13
xx,0402_c1v3,im,5,2680,9
xx,0402_c1v3,im,5,2706,18
xx,0402_c1v3,im,5,2755,6
xx,0402_c1v3,im,5,2801,18
xx,0402_c1v3,im,5,2830,5
xx,0402_c1v3,im,5,2840,8
xx,0402_c1v3,im,5,2860,5
xx,0402_c1v3,im,5,2870,8
xx,0402_c1v3,im,5,2882,5
xx,0402_c1v3,im,5,3254,6
xx,0402_c1v3,im,5,3268,6
xx,0402_c1v3,im,5,3288,7
xx,0402_c1v3,im,5,3301,11
xx,0402_c1v3,im,5,3310,5
xx,0402_c1v3,im,5,3373,16
xx,0402_c1v3,im,5,3397,10
xx,0402_c1v3,im,5,3427,5
xx,0402_c1v3,im,5,3535,20
xx,0402_c1v3,im,5,3571,13
xx,0402_c1v3,im,5,3601,16
xx,0402_c1v3,im,5,3992,11
xx,0402_c1v3,im,5,4007,13
xx,0402_c1v3,im,5,4021,5
xx,0402_c1v3,im,5,4044,5
xx,0402_c1v3,im,5,4123,7
xx,0402_c1v3,im,5,4148,6
xx,0402_c1v3,im,5,4198,39
xx,0402_c1v3,im,5,4212,6
xx,0402_c1v3,im,5,4227,5
xx,0402_c1v3,im,5,4303,16
xx,0402_c1v3,im,5,4327,21
xx,0402_c1v3,im,7,2717,6
xx,0402_c1v3,im,7,2837,7
xx,0402_c1v3,im,7,2874,8
xx,0402_c1v3,im,7,3256,5
xx,0402_c1v3,im,7,3270,6
xx,0402_c1v3,im,8,2648,5
xx,0402_c1v3,im,8,3314,8
xx,0402_c1v3,im,8,3333,5
xx,0402_c1v3,im,8,3347,8
xx,0402_c1v3,im,8,3968,7
xx,0402_c1v3,im,8,4007,7
xx,0402_c1v3,im,8,4018,8
xx,0402_c1v3,im,8,4044,5
xx,0402_c1v3,im,8,4198,8
xx,0402_c1v3,im,9,1912,5
xx,0402_c1v3,im,9,1928,6
xx,0402_c1v3,im,9,2104,5
xx,0402_c1v3,im,9,2123,14
xx,0402_c1v3,im,9,2136,9
xx,0402_c1v3,im,9,2146,8
xx,0402_c1v3,im,9,2525,7
xx,0402_c1v3,im,9,4091,5
xx,0402_c1v3,im,10,2557,5
xx,0402_c1v3,im,10,2669,5
xx,0402_c1v3,im,11,2522,5
xx,0402_c1v3,im,11,2588,25
xx,0402_c1v3,im,11,2609,10
xx,0402_c1v3,im,11,2621,10
xx,0402_c1v3,im,11,2653,16
xx,0402_c1v3,im,11,2674,12
xx,0402_c1v3,im,11,2754,11
xx,0402_c1v3,im,11,2774,10
xx,0402_c1v3,im,11,2814,20
xx,0402_c1v3,im,11,3249,7
xx,0402_c1v3,im,11,3267,8
xx,0402_c1v3,im,11,3283,8
xx,0402_c1v3,im,11,3404,8
xx,0402_c1v3,im,11,3530,15
xx,0402_c1v3,im,11,3545,9
xx,0402_c1v3,im,11,4041,5
xx,0402_c1v3,im,11,4196,5
xx,0402_c1v3,im,11,4213,15
xx,0402_c1v3,im,11,4316,10
xx,0402_c1v3,im,12,1272,5
xx,0402_c1v3,im,12,1332,8
xx,0402_c1v3,im,12,1339,5
xx,0402_c1v3,im,12,1921,6
xx,0402_c1v3,im,12,1929,5
xx,0402_c1v3,im,12,1952,10
xx,0402_c1v3,im,12,1970,7
xx,0402_c1v3,im,12,1995,10
xx,0402_c1v3,im,12,2008,9
xx,0402_c1v3,im,12,2025,7
xx,0402_c1v3,im,12,2042,14
xx,0402_c1v3,im,12,2083,20
xx,0402_c1v3,im,12,2091,6
xx,0402_c1v3,im,12,2118,6
xx,0402_c1v3,im,12,2137,16
xx,0402_c1v3,im,12,2156,10
xx,0402_c1v3,im,12,2530,5
xx,0402_c1v3,im,12,2551,12
xx,0402_c1v3,im,12,2591,9
xx,0402_c1v3,im,12,2614,8
xx,0402_c1v3,im,12,2630,5
xx,0402_c1v3,im,12,2662,7
xx,0402_c1v3,im,12,2675,11
xx,0402_c1v3,im,12,2717,6
xx,0402_c1v3,im,12,2793,6
xx,0402_c1v3,im,12,2820,5
xx,0402_c1v3,im,12,2865,12
xx,0402_c1v3,im,12,2879,5
xx,0402_c1v3,im,12,3356,7
xx,0402_c1v3,im,12,3407,5
xx,0402_c1v3,im,12,3546,9
xx,0402_c1v3,im,12,3568,8
xx,0402_c1v3,im,12,3971,13
xx,0402_c1v3,im,12,4009,6
xx,0402_c1v3,im,12,4020,5
xx,0402_c1v3,im,12,4040,11
xx,0402_c1v3,im,12,4060,7
xx,0402_c1v3,im,12,4072,6
xx,0402_c1v3,im,12,4081,7
xx,0402_c1v3,im,12,4096,13
xx,0402_c1v3,im,12,4114,5
xx,0402_c1v3,im,12,4144,5
xx,0402_c1v3,im,12,4173,5
xx,0402_c1v3,im,12,4205,23
xx,0402_c1v3,im,12,4228,5
xx,0402_c1v3,im,12,4277,14
xx,0402_c1v3,im,12,4302,9
xx,0402_c2v1,FF,1,1750,8
xx,0402_c2v1,FF,1,1767,5
xx,0402_c2v1,FF,1,1777,5
xx,0402_c2v1,FF,1,2180,10
xx,0402_c2v1,FF,1,2193,6
xx,0402_c2v1,FF,1,2220,6
xx,0402_c2v1,FF,1,2267,12
xx,0402_c2v1,FF,1,2334,13
xx,0402_c2v1,FF,1,2361,11
xx,0402_c2v1,FF,1,2383,7
xx,0402_c2v1,FF,1,2413,6
xx,0402_c2v1,FF,1,2442,6
xx,0402_c2v1,FF,1,2461,6
xx,0402_c2v1,FF,1,2477,5
xx,0402_c2v1,FF,1,2919,20
xx,0402_c2v1,FF,1,3001,7
xx,0402_c2v1,FF,1,3018,15
xx,0402_c2v1,FF,1,3046,6
xx,0402_c2v1,FF,1,3100,9
xx,0402_c2v1,FF,1,3142,10
xx,0402_c2v1,FF,1,3161,8
xx,0402_c2v1,FF,1,3237,7
xx,0402_c2v1,FF,1,3708,11
xx,0402_c2v1,FF,1,3793,5
xx,0402_c2v1,FF,1,4341,19
xx,0402_c2v1,FF,1,4358,7
xx,0402_c2v1,FF,1,4375,8
xx,0402_c2v1,FF,1,4402,5
xx,0402_c2v1,FF,1,4451,5
xx,0402_c2v1,FF,1,4530,7
xx,0402_c2v1,FF,1,4571,5
xx,0402_c2v1,FF,1,4650,15
xx,0402_c2v1,FF,4,172,11
xx,0402_c2v1,FF,4,1567,5
xx,0402_c2v1,FF,4,2199,21
xx,0402_c2v1,FF,4,2352,8
xx,0402_c2v1,FF,4,3851,6
xx,0402_c2v1,FF,5,172,11
xx,0402_c2v1,FF,5,247,19
xx,0402_c2v1,FF,6,745,5
xx,0402_c2v1,FF,6,773,17
xx,0402_c2v1,FF,6,800,25
xx,0402_c2v1,FF,6,858,17
xx,0402_c2v1,FF,6,871,11
xx,0402_c2v1,FF,6,890,14
xx,0402_c2v1,FF,6,900,5
xx,0402_c2v1,FF,6,914,11
xx,0402_c2v1,FF,6,943,10
xx,0402_c2v1,FF,6,979,9
xx,0402_c2v1,FF,6,995,8
xx,0402_c2v1,FF,6,1025,22
xx,0402_c2v1,FF,6,1038,5
xx,0402_c2v1,FF,6,1053,10
xx,0402_c2v1,FF,6,1068,5
xx,0402_c2v1,FF,6,1470,9
xx,0402_c2v1,FF,6,2213,35
xx,0402_c2v1,FF,6,2333,7
xx,0402_c2v1,FF,6,2375,7
xx,0402_c2v1,FF,6,2488,7
xx,0402_c2v1,FF,6,2993,13
xx,0402_c2v1,FF,6,3022,16
xx,0402_c2v1,FF,6,3948,5
xx,0402_c2v1,FF,6,3960,10
xx,0402_c2v1,FF,6,4335,9
xx,0402_c2v1,FF,6,4475,18
xx,0402_c2v1,FF,6,4487,10
xx,0402_c2v1,FF,6,4619,92
xx,0402_c2v1,FF,6,4634,12
xx,0402_c2v1,im,1,1863,6
xx,0402_c2v1,im,1,1876,7
xx,0402_c2v1,im,1,1883,5
xx,0402_c2v1,im,1,1928,6
xx,0402_c2v1,im,1,1967,13
xx,0402_c2v1,im,1,1990,8
xx,0402_c2v1,im,1,2527,25
xx,0402_c2v1,im,1,2555,9
xx,0402_c2v1,im,1,2576,10
xx,0402_c2v1,im,1,2623,16
xx,0402_c2v1,im,1,2647,17
xx,0402_c2v1,im,1,2671,18
xx,0402_c2v1,im,1,2689,10
xx,0402_c2v1,im,1,2723,10
xx,0402_c2v1,im,1,2751,12
xx,0402_c2v1,im,1,2758,5
xx,0402_c2v1,im,1,2795,17
xx,0402_c2v1,im,1,2846,49
xx,0402_c2v1,im,1,2862,6
xx,0402_c2v1,im,1,3254,15
xx,0402_c2v1,im,1,3266,10
xx,0402_c2v1,im,1,3284,13
xx,0402_c2v1,im,1,3293,7
xx,0402_c2v1,im,1,3304,5
xx,0402_c2v1,im,1,3317,5
xx,0402_c2v1,im,1,3356,5
xx,0402_c2v1,im,1,3366,6
xx,0402_c2v1,im,1,4177,6
xx,0402_c2v1,im,1,4260,9
xx,0402_c2v1,im,1,4269,6
xx,0402_c2v1,im,1,4308,21
xx,0402_c2v1,im,1,4320,5
xx,0402_c2v1,im,4,2029,7
xx,0402_c2v1,im,4,2105,17
xx,0402_c2v1,im,4,4306,9
xx,0402_c2v1,im,5,1442,5
xx,0402_c2v1,im,5,2836,8
xx,0402_c2v1,im,5,2856,7
xx,0402_c2v1,im,6,499,27
xx,0402_c2v1,im,6,527,7
xx,0402_c2v1,im,6,550,11
xx,0402_c2v1,im,6,600,21
xx,0402_c2v1,im,6,627,6
xx,0402_c2v1,im,6,671,40
xx,0402_c2v1,im,6,683,7
xx,0402_c2v1,im,6,693,8
xx,0402_c2v1,im,6,1102,16
xx,0402_c2v1,im,6,1149,5
xx,0402_c2v1,im,6,1162,11
xx,0402_c2v1,im,6,2603,14
xx,0402_c2v1,im,6,2614,5
xx,0402_c2v1,im,6,3449,413
xx,0402_c2v1,im,6,3462,11
xx,0402_c2v1,im,6,3495,5
xx,0402_c2v1,im,6,3548,13
xx,0402_c2v1,im,6,3569,8
xx,0402_c2v1,im,6,3679,106
xx,0402_c2v1,im,6,4016,18
xx,0402_c2v1,im,6,4025,5
xx,0402_c2v1,im,6,4059,6
xx,0402_c2v1,im,6,4249,6
xx,0402_c2v1,im,7,2117,7
xx,0402_c2v1,im,7,2126,6
xx,0402_c2v1,im,7,3256,7
xR,0402_c2v2,FF,1,113,5
xR,0402_c2v2,FF,1,133,18
xR,0402_c2v2,FF,1,235,6
xR,0402_c2v2,FF,1,252,10
xR,0402_c2v2,FF,1,267,5
xR,0402_c2v2,FF,1,335,5
xR,0402_c2v2,FF,1,865,5
xR,0402_c2v2,FF,1,892,7
xR,0402_c2v2,FF,1,911,11
xR,0402_c2v2,FF,1,928,7
xR,0402_c2v2,FF,1,953,8
xR,0402_c2v2,FF,1,961,5
xR,0402_c2v2,FF,1,983,8
xR,0402_c2v2,FF,1,1000,15
xR,0402_c2v2,FF,1,1024,21
xR,0402_c2v2,FF,1,1040,5
xR,0402_c2v2,FF,1,1050,8
xR,0402_c2v2,FF,1,1069,5
xR,0402_c2v2,FF,1,1457,5
xR,0402_c2v2,FF,1,1476,13
xR,0402_c2v2,FF,1,1512,5
xR,0402_c2v2,FF,1,1574,12
xR,0402_c2v2,FF,1,1584,7
xR,0402_c2v2,FF,1,1612,6
xR,0402_c2v2,FF,1,1622,7
xR,0402_c2v2,FF,1,1650,26
xR,0402_c2v2,FF,1,1668,5
xR,0402_c2v2,FF,1,1695,5
xR,0402_c2v2,FF,1,1717,13
xR,0402_c2v2,FF,1,1754,14
xR,0402_c2v2,FF,1,2200,5
xR,0402_c2v2,FF,1,2303,8
xR,0402_c2v2,FF,1,2315,8
xR,0402_c2v2,FF,1,2343,5
xR,0402_c2v2,FF,1,2360,11
xR,0402_c2v2,FF,1,2399,7
xR,0402_c2v2,FF,1,2426,8
xR,0402_c2v2,FF,1,2985,7
xR,0402_c2v2,FF,1,3110,5
xR,0402_c2v2,FF,1,3134,5
xR,0402_c2v2,FF,1,3199,5
xR,0402_c2v2,FF,1,3232,5
xR,0402_c2v2,FF,1,3646,12
xR,0402_c2v2,FF,1,3663,15
xR,0402_c2v2,FF,1,3726,55
xR,0402_c2v2,FF,1,3737,9
xR,0402_c2v2,FF,1,3804,9
xR,0402_c2v2,FF,1,3839,33
xR,0402_c2v2,FF,1,3861,6
xR,0402_c2v2,FF,1,3875,5
xR,0402_c2v2,FF,1,4357,9
xR,0402_c2v2,FF,1,4370,6
xR,0402_c2v2,FF,1,4405,24
xR,0402_c2v2,FF,1,4474,58
xR,0402_c2v2,FF,3,2409,5
xR,0402_c2v2,FF,3,2446,5
xR,0402_c2v2,FF,3,2468,12
xR,0402_c2v2,FF,3,3115,10
xR,0402_c2v2,FF,3,3212,31
xR,0402_c2v2,FF,3,3646,12
xR,0402_c2v2,FF,3,3683,5
xR,0402_c2v2,FF,3,3749,8
xR,0402_c2v2,FF,3,3871,10
xR,0402_c2v2,FF,3,4627,5
xR,0402_c2v2,FF,4,2185,5
xR,0402_c2v2,FF,4,2208,5
xR,0402_c2v2,FF,4,2310,5
xR,0402_c2v2,FF,4,2320,7
xR,0402_c2v2,FF,4,2511,5
xR,0402_c2v2,FF,4,3009,7
xR,0402_c2v2,FF,4,3019,6
xR,0402_c2v2,FF,4,3036,9
xR,0402_c2v2,FF,4,3237,6
xR,0402_c2v2,FF,7,949,12
xR,0402_c2v2,FF,7,962,6
xR,0402_c2v2,FF,7,983,6
xR,0402_c2v2,FF,7,990,5
xR,0402_c2v2,FF,7,1033,9
xR,0402_c2v2,FF,7,1059,8
xR,0402_c2v2,FF,7,1079,7
xR,0402_c2v2,FF,7,1459,20
xR,0402_c2v2,FF,7,1473,12
xR,0402_c2v2,FF,7,1498,9
xR,0402_c2v2,FF,7,1514,6
xR,0402_c2v2,FF,7,1536,6
xR,0402_c2v2,FF,7,1571,20
xR,0402_c2v2,FF,7,1580,5
xR,0402_c2v2,FF,7,1620,5
xR,0402_c2v2,FF,7,1641,11
xR,0402_c2v2,FF,7,1665,6
xR,0402_c2v2,FF,7,1726,7
xR,0402_c2v2,FF,7,1765,6
xR,0402_c2v2,FF,7,1791,14
xR,0402_c2v2,FF,7,2176,7
xR,0402_c2v2,FF,7,2239,27
xR,0402_c2v2,FF,7,2963,5
xR,0402_c2v2,FF,7,3071,11
xR,0402_c2v2,FF,7,3170,7
xR,0402_c2v2,FF,7,3191,7
xR,0402_c2v2,FF,7,3219,16
xR,0402_c2v2,FF,7,3238,8
xR,0402_c2v2,FF,7,3615,6
xR,0402_c2v2,FF,7,3685,8
xR,0402_c2v2,FF,7,3694,7
xR,0402_c2v2,FF,7,3702,5
xR,0402_c2v2,FF,7,3768,21
xR,0402_c2v2,FF,7,3779,6
xR,0402_c2v2,FF,7,3797,15
xR,0402_c2v2,FF,7,3870,16
xR,0402_c2v2,FF,7,3893,13
xR,0402_c2v2,FF,7,3921,14
xR,0402_c2v2,FF,7,3933,9
xR,0402_c2v2,FF,7,3959,9
xR,0402_c2v2,FF,7,4382,7
xR,0402_c2v2,FF,7,4498,10
xR,0402_c2v2,FF,7,4513,10
xR,0402_c2v2,FF,7,4527,6
xR,0402_c2v2,FF,7,4541,5
xR,0402_c2v2,FF,7,4562,5
xR,0402_c2v2,FF,7,4572,6
xR,0402_c2v2,FF,7,4597,9
xR,0402_c2v2,FF,7,4610,5
xR,0402_c2v2,FF,7,4652,8
xR,0402_c2v2,FF,9,768,5
xR,0402_c2v2,FF,9,823,10
xR,0402_c2v2,FF,9,841,7
xR,0402_c2v2,FF,9,909,10
xR,0402_c2v2,FF,9,922,5
xR,0402_c2v2,FF,9,952,10
xR,0402_c2v2,FF,9,985,5
xR,0402_c2v2,FF,9,1021,13
xR,0402_c2v2,FF,9,1056,5
xR,0402_c2v2,FF,9,1455,7
xR,0402_c2v2,FF,9,1465,5
xR,0402_c2v2,FF,9,1492,14
xR,0402_c2v2,FF,9,1504,6
xR,0402_c2v2,FF,9,1588,10
xR,0402_c2v2,FF,9,1638,5
xR,0402_c2v2,FF,9,1673,8
xR,0402_c2v2,FF,9,1694,7
xR,0402_c2v2,FF,9,1713,5
xR,0402_c2v2,FF,9,1730,8
xR,0402_c2v2,FF,9,1745,9
xR,0402_c2v2,FF,9,1770,16
xR,0402_c2v2,FF,9,3188,6
xR,0402_c2v2,FF,9,3216,9
xR,0402_c2v2,FF,9,3239,9
xR,0402_c2v2,FF,9,3622,8
xR,0402_c2v2,FF,9,3639,9
xR,0402_c2v2,FF,9,3665,23
xR,0402_c2v2,FF,9,3689,18
xR,0402_c2v2,FF,9,3734,31
xR,0402_c2v2,FF,9,3754,12
xR,0402_c2v2,FF,9,3769,5
xR,0402_c2v2,FF,9,3788,8
xR,0402_c2v2,FF,9,3814,14
xR,0402_c2v2,FF,9,3838,5
xR,0402_c2v2,FF,9,3865,22
xR,0402_c2v2,FF,9,3882,10
xR,0402_c2v2,FF,9,3906,17
xR,0402_c2v2,FF,9,3917,5
xR,0402_c2v2,FF,9,3935,9
xR,0402_c2v2,FF,9,4335,8
xR,0402_c2v2,FF,9,4352,8
xR,0402_c2v2,FF,9,4377,5
xR,0402_c2v2,FF,9,4398,11
xR,0402_c2v2,FF,9,4453,8
xR,0402_c2v2,FF,9,4462,5
xR,0402_c2v2,FF,11,167,7
xR,0402_c2v2,FF,11,302,10
xR,0402_c2v2,FF,11,760,7
xR,0402_c2v2,FF,11,840,8
xR,0402_c2v2,FF,11,899,10
xR,0402_c2v2,FF,11,1540,6
xR,0402_c2v2,FF,11,1567,20
xR,0402_c2v2,FF,11,1623,6
xR,0402_c2v2,FF,11,1647,5
xR,0402_c2v2,FF,11,1676,15
xR,0402_c2v2,FF,11,1684,6
xR,0402_c2v2,FF,11,1712,13
xR,0402_c2v2,FF,11,1770,19
xR,0402_c2v2,FF,11,1779,7
xR,0402_c2v2,FF,11,2172,5
xR,0402_c2v2,FF,11,2205,12
xR,0402_c2v2,FF,11,2219,8
xR,0402_c2v2,FF,11,2246,15
xR,0402_c2v2,FF,11,2269,15
xR,0402_c2v2,FF,11,2293,15
xR,0402_c2v2,FF,11,2339,7
xR,0402_c2v2,FF,11,2355,13
xR,0402_c2v2,FF,11,2371,9
xR,0402_c2v2,FF,11,2467,12
xR,0402_c2v2,FF,11,2482,7
xR,0402_c2v2,FF,11,2980,11
xR,0402_c2v2,FF,11,3187,17
xR,0402_c2v2,FF,11,3210,17
xR,0402_c2v2,FF,11,3643,12
xR,0402_c2v2,FF,11,3654,9
xR,0402_c2v2,FF,11,3678,22
xR,0402_c2v2,FF,11,3688,6
xR,0402_c2v2,FF,11,3714,24
xR,0402_c2v2,FF,11,3821,7
xR,0402_c2v2,FF,11,4360,13
xR,0402_c2v2,FF,11,4369,7
xR,0402_c2v2,FF,11,4528,5
xR,0402_c2v2,FF,11,4542,7
xR,0402_c2v2,FF,11,4676,7
xR,0402_c2v2,im,1,554,6
xR,0402_c2v2,im,1,602,5
xR,0402_c2v2,im,1,646,6
xR,0402_c2v2,im,1,662,7
xR,0402_c2v2,im,1,719,5
xR,0402_c2v2,im,1,1437,8
xR,0402_c2v2,im,1,1816,24
xR,0402_c2v2,im,1,1828,5
xR,0402_c2v2,im,1,1854,14
xR,0402_c2v2,im,1,1916,24
xR,0402_c2v2,im,1,1941,5
xR,0402_c2v2,im,1,1954,6
xR,0402_c2v2,im,1,1962,5
xR,0402_c2v2,im,1,1979,8
xR,0402_c2v2,im,1,2036,5
xR,0402_c2v2,im,1,2043,5
xR,0402_c2v2,im,1,2153,29
xR,0402_c2v2,im,1,2541,8
xR,0402_c2v2,im,1,2598,9
xR,0402_c2v2,im,1,2651,6
xR,0402_c2v2,im,1,3244,6
xR,0402_c2v2,im,1,3282,5
xR,0402_c2v2,im,1,3290,5
xR,0402_c2v2,im,1,3311,11
xR,0402_c2v2,im,1,3329,12
xR,0402_c2v2,im,1,3343,5
xR,0402_c2v2,im,1,3364,5
xR,0402_c2v2,im,1,3391,7
xR,0402_c2v2,im,1,3429,5
xR,0402_c2v2,im,1,3440,6
xR,0402_c2v2,im,1,3481,5
xR,0402_c2v2,im,1,3517,7
xR,0402_c2v2,im,1,3542,13
xR,0402_c2v2,im,1,3557,13
xR,0402_c2v2,im,1,3574,8
xR,0402_c2v2,im,1,3607,20
xR,0402_c2v2,im,1,4296,6
xR,0402_c2v2,im,1,4309,8
xR,0402_c2v2,im,3,2072,5
xR,0402_c2v2,im,3,2746,5
xR,0402_c2v2,im,3,3277,11
xR,0402_c2v2,im,3,3294,9
xR,0402_c2v2,im,3,3301,5
xR,0402_c2v2,im,3,3325,7
xR,0402_c2v2,im,3,3343,7
xR,0402_c2v2,im,3,3356,10
xR,0402_c2v2,im,3,3368,7
xR,0402_c2v2,im,3,3409,5
xR,0402_c2v2,im,3,3422,9
xR,0402_c2v2,im,3,3432,8
xR,0402_c2v2,im,3,3554,7
xR,0402_c2v2,im,3,3608,10
xR,0402_c2v2,im,3,4027,6
xR,0402_c2v2,im,7,1089,8
xR,0402_c2v2,im,7,1113,6
xR,0402_c2v2,im,7,1316,10
xR,0402_c2v2,im,7,1327,9
xR,0402_c2v2,im,7,1346,17
xR,0402_c2v2,im,7,1374,5
xR,0402_c2v2,im,7,1407,26
xR,0402_c2v2,im,7,1425,10
xR,0402_c2v2,im,7,1820,10
xR,0402_c2v2,im,7,1882,7
xR,0402_c2v2,im,7,1910,6
xR,0402_c2v2,im,7,1968,8
xR,0402_c2v2,im,7,2107,5
xR,0402_c2v2,im,7,2568,5
xR,0402_c2v2,im,7,2604,10
xR,0402_c2v2,im,7,2749,112
xR,0402_c2v2,im,7,3285,10
xR,0402_c2v2,im,7,3343,6
xR,0402_c2v2,im,7,3370,14
xR,0402_c2v2,im,7,3394,15
xR,0402_c2v2,im,7,3442,7
xR,0402_c2v2,im,7,3454,7
xR,0402_c2v2,im,7,3994,11
xR,0402_c2v2,im,7,4018,19
xR,0402_c2v2,im,7,4033,13
xR,0402_c2v2,im,7,4062,27
xR,0402_c2v2,im,9,369,6
xR,0402_c2v2,im,9,400,5
xR,0402_c2v2,im,9,411,8
xR,0402_c2v2,im,9,477,5
xR,0402_c2v2,im,9,678,6
xR,0402_c2v2,im,9,1090,18
xR,0402_c2v2,im,9,1129,7
xR,0402_c2v2,im,9,1139,5
xR,0402_c2v2,im,9,1191,8
xR,0402_c2v2,im,9,1205,6
xR,0402_c2v2,im,9,1213,6
xR,0402_c2v2,im,9,1253,10
xR,0402_c2v2,im,9,1311,5
xR,0402_c2v2,im,9,1328,15
xR,0402_c2v2,im,9,1364,7
xR,0402_c2v2,im,9,1413,8
xR,0402_c2v2,im,9,1434,8
xR,0402_c2v2,im,9,1804,10
xR,0402_c2v2,im,9,1825,8
xR,0402_c2v2,im,9,1850,20
xR,0402_c2v2,im,9,1863,8
xR,0402_c2v2,im,9,1921,6
xR,0402_c2v2,im,9,2568,6
xR,0402_c2v2,im,9,2584,7
xR,0402_c2v2,im,9,2603,5
xR,0402_c2v2,im,9,2687,50
xR,0402_c2v2,im,9,3303,54
xR,0402_c2v2,im,9,3360,48
xR,0402_c2v2,im,9,3368,6
xR,0402_c2v2,im,9,3384,6
xR,0402_c2v2,im,9,3391,5
xR,0402_c2v2,im,9,3406,11
xR,0402_c2v2,im,9,3458,18
xR,0402_c2v2,im,9,3478,8
xR,0402_c2v2,im,9,3494,14
xR,0402_c2v2,im,9,3506,6
xR,0402_c2v2,im,9,3522,8
xR,0402_c2v2,im,9,3553,12
xR,0402_c2v2,im,9,3566,11
xR,0402_c2v2,im,9,3588,13
xR,0402_c2v2,im,9,3603,10
xR,0402_c2v2,im,9,3961,24
xR,0402_c2v2,im,9,3973,6
xR,0402_c2v2,im,9,3999,16
xR,0402_c2v2,im,9,4023,18
xR,0402_c2v2,im,9,4050,23
xR,0402_c2v2,im,9,4089,12
xR,0402_c2v2,im,9,4129,6
xR,0402_c2v2,im,9,4138,5
xR,0402_c2v2,im,9,4177,6
xR,0402_c2v2,im,9,4212,25
xR,0402_c2v2,im,9,4243,23
xR,0402_c2v2,im,9,4255,10
xR,0402_c2v2,im,9,4273,16
xR,0402_c2v2,im,9,4312,18
xR,0402_c2v2,im,9,4324,6
xR,0402_c2v2,im,11,441,6
xR,0402_c2v2,im,11,644,5
xR,0402_c2v2,im,11,1176,5
xR,0402_c2v2,im,11,1406,7
xR,0402_c2v2,im,11,1810,5
xR,0402_c2v2,im,11,1857,8
xR,0402_c2v2,im,11,1876,13
xR,0402_c2v2,im,11,1902,9
xR,0402_c2v2,im,11,1921,5
xR,0402_c2v2,im,11,2068,9
xR,0402_c2v2,im,11,2075,5
xR,0402_c2v2,im,11,2147,14
xR,0402_c2v2,im,11,2663,9
xR,0402_c2v2,im,11,3248,19
xR,0402_c2v2,im,11,3270,7
xR,0402_c2v2,im,11,3521,10
xR,0402_c2v2,im,11,3566,9
xR,0402_c2v2,im,11,3586,5
xR,0402_c2v2,im,11,3598,5
xR,0402_c2v2,im,11,3961,15
xR,0402_c2v2,im,11,4035,10
FR,0402_c2v3,FF,1,1555,5
FR,0402_c2v3,FF,1,1565,8
FR,0402_c2v3,FF,1,1732,11
FR,0402_c2v3,FF,1,2338,5
FR,0402_c2v3,FF,1,2358,6
FR,0402_c2v3,FF,1,2411,21
FR,0402_c2v3,FF,1,2421,8
FR,0402_c2v3,FF,1,2431,8
FR,0402_c2v3,FF,1,2445,11
FR,0402_c2v3,FF,1,2458,11
FR,0402_c2v3,FF,1,2473,7
FR,0402_c2v3,FF,1,3723,7
FR,0402_c2v3,FF,1,4344,8
FR,0402_c2v3,FF,1,4411,5
FR,0402_c2v3,FF,1,4449,6
FR,0402_c2v3,FF,2,312,7
FR,0402_c2v3,FF,2,810,5
FR,0402_c2v3,FF,2,980,22
FR,0402_c2v3,FF,2,1028,6
FR,0402_c2v3,FF,2,1036,6
FR,0402_c2v3,FF,2,1051,12
FR,0402_c2v3,FF,2,1478,16
FR,0402_c2v3,FF,2,1502,17
FR,0402_c2v3,FF,2,1516,5
FR,0402_c2v3,FF,2,1529,6
FR,0402_c2v3,FF,2,1540,8
FR,0402_c2v3,FF,2,1568,25
FR,0402_c2v3,FF,2,1596,15
FR,0402_c2v3,FF,2,1661,5
FR,0402_c2v3,FF,2,1731,6
FR,0402_c2v3,FF,2,1768,5
FR,0402_c2v3,FF,2,2166,7
FR,0402_c2v3,FF,2,2186,8
FR,0402_c2v3,FF,2,2234,6
FR,0402_c2v3,FF,2,2251,8
FR,0402_c2v3,FF,2,2269,6
FR,0402_c2v3,FF,2,2279,7
FR,0402_c2v3,FF,2,2322,34
FR,0402_c2v3,FF,2,2333,5
FR,0402_c2v3,FF,2,2357,6
FR,0402_c2v3,FF,2,2367,8
FR,0402_c2v3,FF,2,2380,7
FR,0402_c2v3,FF,2,2400,5
FR,0402_c2v3,FF,2,2896,5
FR,0402_c2v3,FF,2,2932,7
FR,0402_c2v3,FF,2,3716,5
FR,0402_c2v3,FF,2,4336,9
FR,0402_c2v3,FF,2,4376,16
FR,0402_c2v3,FF,2,4385,7
FR,0402_c2v3,FF,2,4443,12
FR,0402_c2v3,FF,2,4679,6
FR,0402_c2v3,FF,3,917,5
FR,0402_c2v3,FF,3,1045,7
FR,0402_c2v3,FF,3,1075,6
